gender,seniorcitizen,partner,dependents,tenure,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,contract,paperlessbilling,paymentmethod,monthlycharges,churn,servicephone,streaming
male,1,yes,no,69,fiber optic,no,yes,no,no,month-to-month,yes,electronic check,89.95,yes,yes,yes
male,0,no,no,2,fiber optic,no,yes,no,no,month-to-month,yes,electronic check,74.75,no,yes,no
male,0,yes,yes,19,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.6,no,yes,no
male,0,no,no,12,fiber optic,no,no,no,no,month-to-month,yes,electronic check,84.45,yes,yes,yes
male,0,no,no,9,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.4,no,yes,no
male,0,no,no,27,dsl,yes,no,yes,yes,one year,no,electronic check,81.7,no,yes,yes
male,0,no,yes,27,fiber optic,no,no,no,yes,month-to-month,yes,electronic check,79.5,yes,yes,no
male,0,yes,yes,1,fiber optic,no,no,no,no,month-to-month,no,mailed check,89.15,yes,yes,yes
female,1,no,no,24,no,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,20.3,no,yes,no
male,1,no,no,14,fiber optic,no,no,no,no,month-to-month,yes,electronic check,74.95,yes,yes,no
female,1,no,no,32,fiber optic,no,yes,no,no,month-to-month,yes,electronic check,74.4,yes,yes,no
female,0,no,no,11,no,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.0,no,yes,no
male,0,no,no,1,no,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,25.0,no,yes,no
male,1,no,yes,38,fiber optic,yes,no,no,no,month-to-month,yes,mailed check,80.45,no,yes,no
female,0,yes,yes,9,no,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.75,no,yes,no
male,0,yes,yes,54,dsl,yes,yes,no,yes,two year,yes,credit card (automatic),65.65,no,yes,no
female,0,no,no,29,dsl,no,no,no,no,one year,yes,credit card (automatic),71.0,no,yes,yes
male,1,yes,no,44,fiber optic,no,no,yes,no,month-to-month,yes,electronic check,89.2,no,yes,yes
male,0,yes,yes,59,dsl,yes,yes,yes,yes,two year,yes,electronic check,86.75,no,yes,yes
female,0,no,no,3,dsl,no,no,no,no,month-to-month,yes,electronic check,55.3,yes,yes,no
female,0,yes,yes,18,dsl,yes,yes,no,yes,one year,yes,mailed check,61.5,no,yes,no
male,1,no,no,67,no,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),25.1,no,yes,no
female,0,yes,yes,22,dsl,no,yes,no,yes,month-to-month,no,electronic check,55.15,yes,yes,no
male,0,no,yes,33,dsl,yes,no,no,yes,one year,no,credit card (automatic),34.05,no,no,no
male,0,no,no,5,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.95,no,yes,no
female,0,no,no,2,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.95,no,yes,no
male,0,yes,yes,72,dsl,yes,yes,yes,yes,two year,no,credit card (automatic),89.7,no,yes,yes
male,0,no,yes,9,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.4,no,yes,no
male,0,yes,yes,67,no,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,26.3,no,yes,no
female,0,yes,no,16,fiber optic,no,no,no,no,month-to-month,yes,electronic check,84.95,yes,yes,yes
female,0,no,no,8,no,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,20.7,no,yes,no
male,0,no,no,5,dsl,yes,yes,yes,yes,month-to-month,yes,mailed check,43.25,yes,no,no
male,0,yes,yes,23,dsl,no,no,no,no,one year,yes,credit card (automatic),48.35,yes,yes,no
male,0,no,no,1,fiber optic,no,no,no,no,month-to-month,yes,electronic check,79.55,yes,yes,yes
female,1,yes,no,50,fiber optic,no,no,no,no,month-to-month,yes,electronic check,71.05,yes,yes,no
male,0,no,no,17,no,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.45,no,yes,no
female,0,yes,no,68,fiber optic,yes,yes,yes,no,two year,yes,bank transfer (automatic),110.8,no,yes,yes
male,0,no,no,1,fiber optic,no,no,no,no,month-to-month,no,electronic check,84.5,yes,yes,yes
female,1,yes,no,25,fiber optic,no,no,no,no,month-to-month,yes,electronic check,69.3,no,yes,no
male,0,no,no,67,dsl,yes,no,yes,yes,one year,yes,bank transfer (automatic),49.35,no,no,yes
male,0,no,no,32,no,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),20.35,no,yes,no
female,1,yes,no,67,fiber optic,yes,yes,no,no,one year,yes,electronic check,105.6,no,yes,yes
male,1,yes,no,72,dsl,yes,yes,yes,yes,two year,yes,credit card (automatic),64.45,no,no,yes
male,0,yes,no,71,fiber optic,no,yes,yes,yes,two year,yes,credit card (automatic),108.6,yes,yes,yes
male,0,no,yes,1,dsl,no,yes,no,no,month-to-month,yes,electronic check,49.9,no,yes,no
male,0,no,no,46,dsl,no,yes,no,no,month-to-month,no,bank transfer (automatic),30.3,yes,no,no
female,1,no,no,2,dsl,no,no,yes,no,month-to-month,yes,electronic check,30.4,yes,no,no
female,0,no,no,1,dsl,no,no,no,no,month-to-month,yes,mailed check,45.4,yes,yes,no
female,0,yes,no,48,dsl,no,yes,yes,no,one year,yes,electronic check,65.65,no,yes,no
female,0,yes,no,61,fiber optic,no,no,yes,yes,one year,yes,bank transfer (automatic),103.3,no,yes,yes
female,0,yes,no,32,fiber optic,no,yes,no,no,month-to-month,no,bank transfer (automatic),84.15,yes,yes,no
female,0,no,no,2,dsl,no,no,no,no,month-to-month,no,electronic check,44.45,no,yes,no
female,0,no,no,3,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,19.75,yes,yes,no
female,0,no,no,5,fiber optic,no,no,no,yes,month-to-month,yes,credit card (automatic),85.4,yes,yes,no
female,0,yes,yes,71,dsl,yes,yes,yes,yes,two year,no,bank transfer (automatic),89.9,no,yes,yes
male,0,yes,no,37,dsl,yes,no,no,no,month-to-month,yes,mailed check,55.05,no,yes,no
male,0,yes,yes,65,fiber optic,no,no,yes,yes,two year,yes,bank transfer (automatic),104.1,no,yes,yes
female,0,no,yes,67,fiber optic,no,yes,no,yes,one year,yes,bank transfer (automatic),106.6,no,yes,yes
male,0,no,yes,49,fiber optic,no,no,no,no,month-to-month,no,credit card (automatic),75.2,yes,yes,no
male,0,yes,yes,50,dsl,yes,no,no,yes,two year,yes,credit card (automatic),70.5,no,yes,yes
male,0,yes,yes,25,no,no internet service,no internet service,no internet service,no internet service,one year,no,electronic check,19.6,no,yes,no
female,0,no,yes,17,dsl,no,no,yes,no,one year,yes,mailed check,55.85,yes,yes,no
female,0,yes,yes,64,no,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,24.05,no,yes,no
male,0,yes,no,25,dsl,no,no,yes,no,one year,yes,credit card (automatic),38.1,no,no,yes
male,1,no,no,23,fiber optic,no,yes,yes,no,month-to-month,yes,electronic check,106.4,yes,yes,yes
male,1,yes,no,24,dsl,no,no,yes,yes,month-to-month,no,mailed check,34.25,no,no,no
female,0,no,no,37,fiber optic,no,no,yes,no,month-to-month,yes,electronic check,100.05,no,yes,yes
female,0,no,no,21,fiber optic,no,no,no,no,month-to-month,yes,electronic check,68.65,no,yes,no
male,0,no,no,1,dsl,no,no,no,no,month-to-month,yes,mailed check,45.8,no,yes,no
female,0,no,no,10,fiber optic,no,no,no,no,month-to-month,yes,mailed check,75.75,no,yes,no
male,0,no,no,6,fiber optic,no,yes,no,no,month-to-month,yes,electronic check,84.4,yes,yes,no
male,0,yes,no,51,fiber optic,yes,yes,no,no,one year,yes,credit card (automatic),96.4,no,yes,no
female,0,no,no,10,no,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,20.55,no,yes,no
female,0,no,no,6,dsl,yes,yes,no,yes,month-to-month,no,credit card (automatic),50.95,no,no,no
male,0,yes,yes,47,dsl,yes,yes,yes,yes,two year,yes,mailed check,90.5,no,yes,yes
female,0,yes,yes,61,dsl,yes,yes,yes,yes,one year,yes,electronic check,79.4,no,yes,no
female,0,no,no,52,dsl,yes,yes,yes,no,two year,yes,bank transfer (automatic),58.75,no,no,yes
female,0,yes,yes,35,dsl,yes,yes,no,no,month-to-month,yes,credit card (automatic),59.45,no,yes,no
male,0,yes,no,71,fiber optic,no,yes,yes,no,one year,yes,bank transfer (automatic),105.7,no,yes,yes
female,0,no,no,6,dsl,yes,yes,no,no,month-to-month,no,electronic check,56.25,yes,yes,no
male,0,yes,no,45,dsl,yes,no,yes,no,two year,no,credit card (automatic),53.3,no,yes,no
female,1,no,no,2,fiber optic,no,no,no,no,month-to-month,yes,electronic check,85.55,yes,yes,yes
female,0,no,no,4,dsl,no,yes,no,no,month-to-month,yes,bank transfer (automatic),68.65,yes,yes,yes
male,0,no,no,2,dsl,no,no,no,no,month-to-month,no,mailed check,24.3,no,no,no
male,0,no,no,4,fiber optic,no,no,no,no,month-to-month,no,electronic check,77.85,yes,yes,yes
male,0,no,no,51,dsl,yes,no,no,yes,one year,no,credit card (automatic),59.9,no,yes,no
male,0,yes,yes,60,no,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),23.95,no,yes,no
male,0,no,no,9,no,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,20.15,no,yes,no
male,0,no,no,3,fiber optic,no,yes,yes,no,month-to-month,yes,bank transfer (automatic),105.35,yes,yes,yes
male,0,no,no,17,fiber optic,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),95.65,no,yes,no
female,0,no,no,8,fiber optic,no,no,no,no,month-to-month,yes,electronic check,87.05,yes,yes,yes
male,0,yes,yes,46,dsl,yes,no,yes,yes,two year,no,mailed check,81.0,no,yes,yes
female,0,no,no,68,dsl,yes,yes,yes,yes,two year,yes,credit card (automatic),82.45,no,yes,yes
male,0,no,no,1,dsl,no,no,no,no,month-to-month,yes,mailed check,53.5,yes,yes,yes
female,0,yes,no,4,no,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),20.5,no,yes,no
female,0,no,no,1,dsl,no,no,no,no,month-to-month,yes,mailed check,25.1,yes,no,no
male,0,no,yes,28,dsl,no,yes,no,yes,one year,yes,credit card (automatic),54.4,no,yes,no
female,0,no,no,39,dsl,no,yes,no,no,one year,yes,credit card (automatic),58.6,no,yes,yes
male,0,no,no,11,fiber optic,no,no,yes,no,month-to-month,no,electronic check,84.8,no,yes,no
female,0,yes,no,71,dsl,no,yes,yes,yes,two year,yes,credit card (automatic),61.4,no,no,yes
male,0,no,yes,2,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.4,no,yes,no
male,1,yes,no,30,fiber optic,no,yes,yes,no,month-to-month,yes,mailed check,79.65,yes,yes,no
female,0,no,no,17,no,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.15,no,yes,no
female,0,yes,no,55,fiber optic,no,yes,yes,no,month-to-month,yes,credit card (automatic),94.45,no,yes,yes
female,0,no,no,58,fiber optic,yes,no,no,no,month-to-month,yes,bank transfer (automatic),79.8,no,yes,no
female,0,no,no,5,dsl,yes,no,no,yes,month-to-month,no,electronic check,54.2,yes,yes,no
female,1,no,no,1,no,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,electronic check,19.45,yes,yes,no
male,1,no,no,9,fiber optic,no,no,no,no,month-to-month,yes,electronic check,74.05,no,yes,no
male,0,no,no,26,dsl,no,no,no,yes,month-to-month,no,bank transfer (automatic),49.15,no,yes,no
female,0,no,no,50,no,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.4,no,yes,no
female,0,yes,no,72,fiber optic,yes,yes,yes,yes,two year,yes,bank transfer (automatic),113.65,no,yes,yes
female,0,no,yes,43,fiber optic,yes,yes,no,yes,one year,yes,credit card (automatic),106.0,no,yes,yes
male,0,no,no,56,no,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),25.95,no,yes,no
female,0,no,no,1,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.1,no,yes,no
male,0,yes,yes,72,fiber optic,no,yes,yes,no,two year,yes,electronic check,103.4,yes,yes,yes
male,0,yes,no,72,fiber optic,yes,yes,no,yes,two year,yes,bank transfer (automatic),100.55,no,yes,no
male,0,yes,no,36,fiber optic,no,no,no,no,month-to-month,yes,electronic check,95.4,no,yes,yes
male,0,no,no,5,dsl,no,no,yes,yes,month-to-month,no,bank transfer (automatic),75.15,no,yes,yes
female,0,no,no,13,fiber optic,no,yes,yes,no,month-to-month,yes,electronic check,84.45,yes,yes,no
female,1,no,no,44,fiber optic,no,yes,yes,no,one year,no,credit card (automatic),89.15,no,yes,no
female,1,yes,yes,70,fiber optic,no,yes,yes,yes,one year,yes,electronic check,107.9,no,yes,yes
male,0,no,no,44,no,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),19.5,no,yes,no
female,1,yes,no,32,fiber optic,no,no,no,no,month-to-month,yes,credit card (automatic),85.95,yes,yes,yes
female,0,yes,no,69,no,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),24.95,no,yes,no
female,1,no,no,16,dsl,no,no,no,yes,month-to-month,no,electronic check,59.4,yes,yes,yes
male,1,yes,yes,68,no,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),19.5,no,yes,no
male,0,no,no,16,fiber optic,no,no,no,no,month-to-month,yes,credit card (automatic),69.95,no,yes,no
male,0,yes,yes,68,dsl,yes,yes,no,yes,two year,no,bank transfer (automatic),82.85,no,yes,yes
male,0,no,no,4,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.0,no,yes,no
female,0,yes,yes,26,dsl,yes,yes,no,yes,month-to-month,no,credit card (automatic),38.85,no,no,no
female,0,no,no,29,dsl,no,yes,no,no,month-to-month,yes,electronic check,30.6,yes,no,no
male,0,no,yes,5,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card (automatic),20.35,no,yes,no
male,0,yes,no,70,fiber optic,no,yes,yes,no,one year,yes,bank transfer (automatic),95.0,no,yes,yes
male,0,yes,no,24,dsl,yes,no,no,yes,one year,no,bank transfer (automatic),74.4,no,yes,yes
female,1,yes,no,72,dsl,yes,yes,yes,yes,two year,no,bank transfer (automatic),78.45,no,yes,no
male,0,no,no,1,fiber optic,no,no,no,yes,month-to-month,yes,mailed check,74.3,no,yes,no
male,0,yes,no,70,dsl,no,yes,yes,yes,one year,yes,bank transfer (automatic),51.05,no,no,no
female,0,yes,yes,36,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer (automatic),19.2,no,yes,no
female,1,no,no,38,fiber optic,no,no,no,yes,month-to-month,yes,electronic check,99.55,yes,yes,yes
female,0,no,no,17,fiber optic,no,no,no,no,month-to-month,yes,electronic check,70.0,yes,yes,no
female,0,yes,yes,41,fiber optic,no,yes,yes,yes,one year,yes,bank transfer (automatic),109.1,no,yes,yes
female,0,no,no,1,dsl,no,no,no,no,month-to-month,yes,electronic check,45.3,yes,yes,no
male,0,no,no,2,dsl,no,no,no,yes,month-to-month,no,bank transfer (automatic),29.85,yes,no,no
male,0,no,no,14,fiber optic,no,no,yes,no,month-to-month,no,electronic check,76.45,no,yes,no
male,1,no,no,2,fiber optic,no,yes,yes,yes,month-to-month,yes,credit card (automatic),95.1,yes,yes,no
male,0,no,no,1,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.8,yes,yes,no
male,0,yes,yes,13,dsl,no,yes,yes,yes,month-to-month,yes,electronic check,72.8,no,yes,yes
male,0,no,no,6,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,18.95,no,yes,no
female,0,no,no,4,fiber optic,no,yes,no,no,month-to-month,yes,bank transfer (automatic),76.65,yes,yes,no
female,0,yes,yes,5,fiber optic,no,yes,no,yes,month-to-month,yes,mailed check,99.15,yes,yes,yes
female,0,yes,no,15,fiber optic,yes,no,yes,no,month-to-month,no,electronic check,101.75,no,yes,yes
female,0,no,no,47,fiber optic,yes,no,no,no,month-to-month,no,credit card (automatic),75.45,no,yes,no
female,0,no,no,8,dsl,no,no,yes,yes,month-to-month,no,mailed check,64.1,no,yes,no
male,0,no,no,17,dsl,no,no,no,no,month-to-month,yes,mailed check,25.65,no,no,no
male,0,yes,yes,15,fiber optic,yes,no,no,no,month-to-month,no,mailed check,75.1,no,yes,no
female,0,no,no,26,fiber optic,yes,no,yes,yes,one year,yes,bank transfer (automatic),95.85,no,yes,no
female,0,no,no,23,dsl,yes,no,no,no,month-to-month,no,electronic check,54.4,no,yes,no
female,1,no,no,4,fiber optic,no,yes,no,no,month-to-month,no,electronic check,72.75,no,yes,no
male,0,no,yes,29,no,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.85,no,yes,no
female,0,no,no,25,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.05,no,yes,no
male,0,no,no,9,dsl,no,no,no,no,month-to-month,no,mailed check,44.95,yes,yes,no
male,0,yes,no,18,dsl,no,no,yes,no,month-to-month,yes,mailed check,49.55,yes,yes,no
